sample_id,probe_id,cloud_region,rtt_ms,one_way_delay_ms,min_cloud_region,min_rtt_ms
48,50048,Milan-MIL01.csv,55.603986154146604,27.801993077073302,Amsterdam-AMS03.csv,38.24750734698232
49,50049,Milan-MIL01.csv,74.22554140107987,37.11277070053993,Amsterdam-AMS03.csv,38.48203226535382
50,50050,Milan-MIL01.csv,122.15477667523994,61.07738833761997,Amsterdam-AMS03.csv,38.31175543522953
51,50051,Milan-MIL01.csv,58.160849286772105,29.080424643386053,Amsterdam-AMS03.csv,31.403642026877648
52,50052,Milan-MIL01.csv,17.488817003844975,8.744408501922488,Milan-MIL01.csv,17.488817003844975
53,50053,Milan-MIL01.csv,43.838278168156016,21.919139084078008,Amsterdam-AMS03.csv,43.477860620026064
54,50054,Milan-MIL01.csv,40.388644986997186,20.194322493498593,Milan-MIL01.csv,40.388644986997186
55,50055,Milan-MIL01.csv,34.21004942251667,17.105024711258334,Amsterdam-AMS03.csv,26.781674455948544
56,50056,Milan-MIL01.csv,29.470098687083574,14.735049343541787,Milan-MIL01.csv,29.470098687083574
57,50057,Milan-MIL01.csv,35.481702384324805,17.740851192162403,Amsterdam-AMS03.csv,33.152346613945326
58,50058,Milan-MIL01.csv,175.17008691384186,87.58504345692093,Frankfurt-FRA01.csv,27.093638097494445
59,50059,Milan-MIL01.csv,76.7848226874381,38.39241134371905,Amsterdam-AMS03.csv,38.820004080585036
60,50060,Milan-MIL01.csv,61.070597750840165,30.535298875420082,Amsterdam-AMS03.csv,44.434120738810016
61,50061,Milan-MIL01.csv,30.30712217712585,15.153561088562926,Milan-MIL01.csv,30.30712217712585
62,50062,Milan-MIL01.csv,45.10098060173904,22.55049030086952,Frankfurt-FRA01.csv,44.47730727025815
63,50063,Milan-MIL01.csv,64.59071788720844,32.29535894360422,Amsterdam-AMS03.csv,45.77416035551929
64,50064,Milan-MIL01.csv,50.362760763279525,25.181380381639762,Frankfurt-FRA01.csv,33.46332450195448
65,50065,Milan-MIL01.csv,50.18681713821506,25.09340856910753,Amsterdam-AMS03.csv,48.6150971398077
66,50066,Milan-MIL01.csv,115.8629129546995,57.93145647734975,Amsterdam-AMS03.csv,46.425934234039204
67,50067,Milan-MIL01.csv,102.95173712379649,51.475868561898245,Frankfurt-FRA01.csv,60.72675734976619
68,50068,Milan-MIL01.csv,69.72619013971646,34.86309506985823,Amsterdam-AMS03.csv,38.71582344943679
69,50069,Milan-MIL01.csv,26.357715420827496,13.178857710413748,Milan-MIL01.csv,26.357715420827496
70,50070,Milan-MIL01.csv,56.969869116337,28.4849345581685,Amsterdam-AMS03.csv,37.25381969161873
71,50071,Milan-MIL01.csv,32.354001257518306,16.177000628759153,Frankfurt-FRA01.csv,32.217586040061974
72,50072,Milan-MIL01.csv,38.89221698583846,19.44610849291923,Milan-MIL01.csv,38.89221698583846
73,50073,Milan-MIL01.csv,49.90068446351322,24.95034223175661,Frankfurt-FRA01.csv,43.93335196738763
74,50074,Milan-MIL01.csv,62.67723752648423,31.338618763242113,Frankfurt-FRA01.csv,42.55493967969898
75,50075,Milan-MIL01.csv,84.83202629281136,42.41601314640568,Amsterdam-AMS03.csv,29.937322740453656
76,50076,Milan-MIL01.csv,18.077058318286724,9.038529159143362,Milan-MIL01.csv,18.077058318286724
77,50077,Milan-MIL01.csv,74.24621926796512,37.12310963398256,Frankfurt-FRA01.csv,55.13398372177164
78,50078,Milan-MIL01.csv,40.675034011297356,20.337517005648678,Amsterdam-AMS03.csv,31.052197698347534
79,50079,Milan-MIL01.csv,52.48880160316525,26.244400801582625,Amsterdam-AMS03.csv,47.18970672488686
80,50080,Milan-MIL01.csv,35.149823229527534,17.574911614763767,Milan-MIL01.csv,35.149823229527534
81,50081,Milan-MIL01.csv,109.90607415444923,54.953037077224614,Frankfurt-FRA01.csv,42.06090223297051
82,50082,Milan-MIL01.csv,53.30006467417812,26.65003233708906,Amsterdam-AMS03.csv,36.43177858959194
83,50083,Milan-MIL01.csv,78.37955737180297,39.18977868590149,Frankfurt-FRA01.csv,48.314141062983296
84,50084,Milan-MIL01.csv,36.81108084657273,18.405540423286364,Amsterdam-AMS03.csv,31.671965119778605
85,50085,Milan-MIL01.csv,85.02923457855181,42.514617289275904,Frankfurt-FRA01.csv,39.704228085313936
86,50086,Milan-MIL01.csv,58.661878419632984,29.330939209816492,Frankfurt-FRA01.csv,32.727144532090115
87,50087,Milan-MIL01.csv,36.5968534380469,18.29842671902345,Milan-MIL01.csv,36.5968534380469
88,50088,Milan-MIL01.csv,48.94346231755154,24.47173115877577,Amsterdam-AMS03.csv,41.27902770754787
89,50089,Milan-MIL01.csv,40.34592663023933,20.172963315119667,Milan-MIL01.csv,40.34592663023933
90,50090,Milan-MIL01.csv,36.74700776916605,18.373503884583027,Milan-MIL01.csv,36.74700776916605
91,50091,Milan-MIL01.csv,99.31926099146104,49.65963049573052,Frankfurt-FRA01.csv,45.39546829887543
92,50092,Milan-MIL01.csv,60.230469616192046,30.115234808096023,Amsterdam-AMS03.csv,40.14637409801182
93,50093,Milan-MIL01.csv,43.79330782073141,21.896653910365703,Amsterdam-AMS03.csv,28.62618222224792
94,50094,Milan-MIL01.csv,25.624048397115555,12.812024198557777,Milan-MIL01.csv,25.624048397115555
95,50095,Milan-MIL01.csv,83.81437122961508,41.90718561480754,Frankfurt-FRA01.csv,21.100247264206107
96,50096,Milan-MIL01.csv,50.830113945300255,25.415056972650127,Amsterdam-AMS03.csv,45.55424890615432
97,50097,Milan-MIL01.csv,44.85102916085433,22.425514580427166,Amsterdam-AMS03.csv,29.03557911348441
98,50098,Milan-MIL01.csv,35.75370465292234,17.87685232646117,Milan-MIL01.csv,35.75370465292234
99,50099,Milan-MIL01.csv,104.23988118603108,52.11994059301554,Amsterdam-AMS03.csv,28.13200406120475
100,50100,Milan-MIL01.csv,89.34947202830101,44.674736014150504,Frankfurt-FRA01.csv,61.36275569783666
101,50101,Milan-MIL01.csv,44.02904960419796,22.01452480209898,Milan-MIL01.csv,44.02904960419796
102,50102,Milan-MIL01.csv,40.97982790958276,20.48991395479138,Amsterdam-AMS03.csv,31.942942961223405
103,50103,Milan-MIL01.csv,43.088028214594964,21.544014107297482,Amsterdam-AMS03.csv,41.583617778963
104,50104,Milan-MIL01.csv,48.31604105453724,24.15802052726862,Amsterdam-AMS03.csv,24.403915248856947
105,50105,Milan-MIL01.csv,51.120309030496905,25.560154515248453,Amsterdam-AMS03.csv,24.337526327571805
106,50106,Milan-MIL01.csv,26.908417195018913,13.454208597509457,Amsterdam-AMS03.csv,18.907163074276706
107,50107,Milan-MIL01.csv,37.68242910346844,18.84121455173422,Milan-MIL01.csv,37.68242910346844
108,50108,Milan-MIL01.csv,51.3767955790805,25.68839778954025,Milan-MIL01.csv,51.3767955790805
109,50109,Milan-MIL01.csv,83.75485743254279,41.877428716271396,Amsterdam-AMS03.csv,54.424930054085344
110,50110,Milan-MIL01.csv,66.8460207072105,33.42301035360525,Frankfurt-FRA01.csv,63.26129947206129
111,50111,Milan-MIL01.csv,55.53891184407503,27.769455922037515,Amsterdam-AMS03.csv,30.911572257455276
112,50112,Milan-MIL01.csv,35.587997831666506,17.793998915833253,Milan-MIL01.csv,35.587997831666506
113,50113,Milan-MIL01.csv,61.46708480846955,30.733542404234775,Amsterdam-AMS03.csv,25.699343410484563
114,50114,Milan-MIL01.csv,75.31756894007059,37.65878447003529,Amsterdam-AMS03.csv,38.3626658190767
115,50115,Milan-MIL01.csv,80.02097716159848,40.01048858079924,Frankfurt-FRA01.csv,53.005836266825746
116,50116,Milan-MIL01.csv,94.57476697976105,47.287383489880526,Frankfurt-FRA01.csv,47.43419940242572
117,50117,Milan-MIL01.csv,45.16352241722577,22.581761208612885,Milan-MIL01.csv,45.16352241722577
118,50118,Milan-MIL01.csv,39.565119121458416,19.782559560729208,Milan-MIL01.csv,39.565119121458416
119,50119,Milan-MIL01.csv,85.00384813952085,42.50192406976043,Frankfurt-FRA01.csv,25.505220460970605
120,50120,Milan-MIL01.csv,42.08103158661777,21.040515793308884,Milan-MIL01.csv,42.08103158661777
121,50121,Milan-MIL01.csv,68.58011582158734,34.29005791079367,Amsterdam-AMS03.csv,46.87342200327892
122,50122,Milan-MIL01.csv,53.08328183112128,26.54164091556064,Amsterdam-AMS03.csv,31.211661101813664
123,50123,Milan-MIL01.csv,26.193168910480125,13.096584455240063,Milan-MIL01.csv,26.193168910480125
124,50124,Milan-MIL01.csv,52.40927906174145,26.204639530870725,Amsterdam-AMS03.csv,18.139115789791635
125,50125,Milan-MIL01.csv,46.94736233136661,23.473681165683306,Milan-MIL01.csv,46.94736233136661
126,50126,Milan-MIL01.csv,43.975959193675216,21.987979596837608,Amsterdam-AMS03.csv,27.518688436732408
127,50127,Milan-MIL01.csv,41.788241254961434,20.894120627480717,Milan-MIL01.csv,41.788241254961434
128,50128,Milan-MIL01.csv,28.35438071925044,14.17719035962522,Milan-MIL01.csv,28.35438071925044
129,50129,Milan-MIL01.csv,39.43382191896086,19.71691095948043,Frankfurt-FRA01.csv,26.731286712293592
130,50130,Milan-MIL01.csv,40.43921978027033,20.219609890135164,Amsterdam-AMS03.csv,34.565962147940304
131,50131,Milan-MIL01.csv,79.79567597018588,39.89783798509294,Frankfurt-FRA01.csv,41.87484017641272
132,50132,Milan-MIL01.csv,45.268150146774964,22.634075073387482,Milan-MIL01.csv,45.268150146774964
133,50133,Milan-MIL01.csv,56.709560451545514,28.354780225772757,Amsterdam-AMS03.csv,40.785602378464795
134,50134,Milan-MIL01.csv,109.69224351356347,54.846121756781734,Frankfurt-FRA01.csv,44.664640829175354
135,50135,Milan-MIL01.csv,21.561737270854103,10.780868635427051,Milan-MIL01.csv,21.561737270854103
136,50136,Milan-MIL01.csv,83.18016195166436,41.59008097583218,Amsterdam-AMS03.csv,44.91609400426273
137,50137,Milan-MIL01.csv,56.6175273261347,28.30876366306735,Amsterdam-AMS03.csv,40.31487052517939
138,50138,Milan-MIL01.csv,43.169553800405716,21.584776900202858,Milan-MIL01.csv,43.169553800405716
139,50139,Milan-MIL01.csv,29.422087139227003,14.711043569613501,Milan-MIL01.csv,29.422087139227003
140,50140,Milan-MIL01.csv,84.82100808688512,42.41050404344256,Frankfurt-FRA01.csv,42.69757523409335
141,50141,Milan-MIL01.csv,60.90275428239924,30.45137714119962,Amsterdam-AMS03.csv,46.8023593167975
142,50142,Milan-MIL01.csv,44.4715609522286,22.2357804761143,Frankfurt-FRA01.csv,29.193224991352544
143,50143,Milan-MIL01.csv,31.80385809223962,15.90192904611981,Amsterdam-AMS03.csv,27.31767179220679
144,50144,Milan-MIL01.csv,85.22430560527502,42.61215280263751,Amsterdam-AMS03.csv,39.11912724083751
145,50145,Milan-MIL01.csv,108.88221164189967,54.441105820949836,Frankfurt-FRA01.csv,32.19894591673499
146,50146,Milan-MIL01.csv,35.47670437130638,17.73835218565319,Milan-MIL01.csv,35.47670437130638
147,50147,Milan-MIL01.csv,52.57500227161595,26.287501135807975,Amsterdam-AMS03.csv,42.08277471308597
148,50148,Milan-MIL01.csv,63.45422153735204,31.72711076867602,Frankfurt-FRA01.csv,56.32116383081037
149,50149,Milan-MIL01.csv,81.29025479424556,40.64512739712278,Amsterdam-AMS03.csv,37.33014675650762
150,50150,Milan-MIL01.csv,45.61928410859214,22.80964205429607,Milan-MIL01.csv,45.61928410859214
151,50151,Milan-MIL01.csv,139.74906608366172,69.87453304183086,Amsterdam-AMS03.csv,39.50665723961755
152,50152,Milan-MIL01.csv,53.73270054158759,26.866350270793795,Frankfurt-FRA01.csv,36.44327507164529
153,50153,Milan-MIL01.csv,47.36572900042239,23.682864500211195,Milan-MIL01.csv,47.36572900042239
154,50154,Milan-MIL01.csv,38.05686618917352,19.02843309458676,Frankfurt-FRA01.csv,32.03906894368038
155,50155,Milan-MIL01.csv,32.99034007893262,16.49517003946631,Milan-MIL01.csv,32.99034007893262
156,50156,Milan-MIL01.csv,76.41963169757017,38.209815848785084,Frankfurt-FRA01.csv,58.27844841852575
157,50157,Milan-MIL01.csv,56.75864637183205,28.379323185916025,Frankfurt-FRA01.csv,23.458187535812492
158,50158,Milan-MIL01.csv,38.49282723113212,19.24641361556606,Amsterdam-AMS03.csv,29.02484083463206
159,50159,Milan-MIL01.csv,35.003773931941716,17.501886965970858,Milan-MIL01.csv,35.003773931941716
160,50160,Milan-MIL01.csv,86.16434851082278,43.08217425541139,Amsterdam-AMS03.csv,27.46825221727713
161,50161,Milan-MIL01.csv,93.42258556556736,46.71129278278368,Amsterdam-AMS03.csv,46.067072948111914
162,50162,Milan-MIL01.csv,73.87434911996864,36.93717455998432,Frankfurt-FRA01.csv,29.641465417613947
163,50163,Milan-MIL01.csv,60.06061653399115,30.030308266995576,Amsterdam-AMS03.csv,22.823195692342345
164,50164,Milan-MIL01.csv,43.17562488816998,21.58781244408499,Milan-MIL01.csv,43.17562488816998
165,50165,Milan-MIL01.csv,89.2931754227131,44.64658771135655,Amsterdam-AMS03.csv,36.947897418604306
166,50166,Milan-MIL01.csv,101.35192050630403,50.67596025315201,Frankfurt-FRA01.csv,35.44875415037357
167,50167,Milan-MIL01.csv,62.4626685600282,31.2313342800141,Frankfurt-FRA01.csv,32.18807213442789
168,50168,Milan-MIL01.csv,51.28395236080589,25.641976180402946,Amsterdam-AMS03.csv,36.9391743379029
169,50169,Milan-MIL01.csv,122.40259916114316,61.20129958057158,Frankfurt-FRA01.csv,57.155112816949554
170,50170,Milan-MIL01.csv,40.22099413151278,20.11049706575639,Amsterdam-AMS03.csv,31.671931232728674
171,50171,Milan-MIL01.csv,70.10654031404579,35.053270157022894,Frankfurt-FRA01.csv,42.1809984660523
172,50172,Milan-MIL01.csv,148.67558771025662,74.33779385512831,Frankfurt-FRA01.csv,47.766215185626166
173,50173,Milan-MIL01.csv,60.67934480385649,30.339672401928244,Frankfurt-FRA01.csv,34.350706573649425
174,50174,Milan-MIL01.csv,53.07360771030505,26.536803855152524,Frankfurt-FRA01.csv,28.184781972317857
175,50175,Milan-MIL01.csv,21.282352186761923,10.641176093380961,Milan-MIL01.csv,21.282352186761923
176,50176,Milan-MIL01.csv,38.310172743404316,19.155086371702158,Milan-MIL01.csv,38.310172743404316
177,50177,Milan-MIL01.csv,54.03267745178015,27.016338725890076,Amsterdam-AMS03.csv,33.95466709812207
178,50178,Milan-MIL01.csv,135.57086347638335,67.78543173819168,Amsterdam-AMS03.csv,30.247831013606053
179,50179,Milan-MIL01.csv,32.79215849842265,16.396079249211326,Milan-MIL01.csv,32.79215849842265
180,50180,Milan-MIL01.csv,162.54353345345945,81.27176672672972,Frankfurt-FRA01.csv,31.19549158391477
181,50181,Milan-MIL01.csv,58.927131670033695,29.463565835016848,Amsterdam-AMS03.csv,45.11544422473144
182,50182,Milan-MIL01.csv,52.103416966424774,26.051708483212387,Frankfurt-FRA01.csv,29.494366527520476
183,50183,Milan-MIL01.csv,71.2366815257363,35.61834076286815,Frankfurt-FRA01.csv,42.27793503827018
184,50184,Milan-MIL01.csv,32.53121611798335,16.265608058991674,Milan-MIL01.csv,32.53121611798335
185,50185,Milan-MIL01.csv,72.7146493622831,36.35732468114155,Amsterdam-AMS03.csv,56.59010550626915
186,50186,Milan-MIL01.csv,121.97095368067107,60.98547684033554,Amsterdam-AMS03.csv,22.382951945379194
187,50187,Milan-MIL01.csv,23.766511329365905,11.883255664682952,Milan-MIL01.csv,23.766511329365905
188,50188,Milan-MIL01.csv,38.15805827892841,19.079029139464204,Amsterdam-AMS03.csv,36.4303072090638
189,50189,Milan-MIL01.csv,32.054153255634496,16.027076627817248,Frankfurt-FRA01.csv,20.110662071092516
190,50190,Milan-MIL01.csv,61.80348780968079,30.901743904840394,Amsterdam-AMS03.csv,38.815904954733334
191,50191,Milan-MIL01.csv,61.02199667162813,30.510998335814065,Milan-MIL01.csv,61.02199667162813
192,50192,Milan-MIL01.csv,135.44029600033556,67.72014800016778,Amsterdam-AMS03.csv,42.912988191334655
193,50193,Milan-MIL01.csv,34.690667052309514,17.345333526154757,Frankfurt-FRA01.csv,34.13616425959187
194,50194,Milan-MIL01.csv,97.92051938558758,48.96025969279379,Amsterdam-AMS03.csv,30.260506221179924
195,50195,Milan-MIL01.csv,45.77535282427035,22.887676412135175,Milan-MIL01.csv,45.77535282427035
196,50196,Milan-MIL01.csv,69.88581916641867,34.942909583209335,Frankfurt-FRA01.csv,39.17853853389406
197,50197,Milan-MIL01.csv,54.022590205916444,27.011295102958222,Milan-MIL01.csv,54.022590205916444
198,50198,Milan-MIL01.csv,76.84438232458656,38.42219116229328,Amsterdam-AMS03.csv,56.02729109841445
199,50199,Milan-MIL01.csv,37.93586102285196,18.96793051142598,Milan-MIL01.csv,37.93586102285196
200,50200,Milan-MIL01.csv,89.45729730377317,44.72864865188659,Frankfurt-FRA01.csv,33.97288646076531
201,50201,Milan-MIL01.csv,78.61207800695904,39.30603900347952,Amsterdam-AMS03.csv,35.515009264166444
202,50202,Milan-MIL01.csv,27.156250811031487,13.578125405515744,Milan-MIL01.csv,27.156250811031487
203,50203,Milan-MIL01.csv,45.547968095560094,22.773984047780047,Milan-MIL01.csv,45.547968095560094
204,50204,Milan-MIL01.csv,60.907341618421285,30.453670809210642,Frankfurt-FRA01.csv,56.977874607693025
205,50205,Milan-MIL01.csv,32.03042941606336,16.01521470803168,Milan-MIL01.csv,32.03042941606336
206,50206,Milan-MIL01.csv,31.284820774559233,15.642410387279616,Milan-MIL01.csv,31.284820774559233
207,50207,Milan-MIL01.csv,39.22491520759313,19.612457603796564,Milan-MIL01.csv,39.22491520759313
208,50208,Milan-MIL01.csv,61.89458986847148,30.94729493423574,Amsterdam-AMS03.csv,25.302833934853684
209,50209,Milan-MIL01.csv,66.72553064709443,33.362765323547215,Frankfurt-FRA01.csv,55.11509577218209
210,50210,Milan-MIL01.csv,35.83824587980692,17.91912293990346,Milan-MIL01.csv,35.83824587980692
211,50211,Milan-MIL01.csv,68.89187985602366,34.44593992801183,Frankfurt-FRA01.csv,37.42159889579915
212,50212,Milan-MIL01.csv,22.15977134654536,11.07988567327268,Milan-MIL01.csv,22.15977134654536
213,50213,Milan-MIL01.csv,148.641722948178,74.320861474089,Amsterdam-AMS03.csv,41.130890557469115
214,50214,Milan-MIL01.csv,46.793702424406355,23.396851212203178,Amsterdam-AMS03.csv,45.246688491336236
215,50215,Milan-MIL01.csv,109.81993328971124,54.90996664485562,Amsterdam-AMS03.csv,33.06266383041232
216,50216,Milan-MIL01.csv,47.361287966782854,23.680643983391427,Frankfurt-FRA01.csv,36.03091311116605
217,50217,Milan-MIL01.csv,49.11938573663848,24.55969286831924,Amsterdam-AMS03.csv,41.630202330392365
218,50218,Milan-MIL01.csv,71.41784630877522,35.70892315438761,Frankfurt-FRA01.csv,50.38195582263296
219,50219,Milan-MIL01.csv,67.43573040315016,33.71786520157508,Frankfurt-FRA01.csv,44.0293424574455
220,50220,Milan-MIL01.csv,28.394840728524212,14.197420364262106,Milan-MIL01.csv,28.394840728524212
221,50221,Milan-MIL01.csv,44.968024921988935,22.484012460994467,Frankfurt-FRA01.csv,27.598302024248525
222,50222,Milan-MIL01.csv,54.000254660796784,27.000127330398392,Amsterdam-AMS03.csv,33.23183873646442
223,50223,Milan-MIL01.csv,48.45332933306489,24.226664666532447,Milan-MIL01.csv,48.45332933306489
224,50224,Milan-MIL01.csv,48.65870541902746,24.32935270951373,Frankfurt-FRA01.csv,29.383984123712157
225,50225,Milan-MIL01.csv,45.77912644335752,22.88956322167876,Milan-MIL01.csv,45.77912644335752
226,50226,Milan-MIL01.csv,47.46628397177437,23.733141985887183,Milan-MIL01.csv,47.46628397177437
227,50227,Milan-MIL01.csv,71.7321712946028,35.8660856473014,Frankfurt-FRA01.csv,24.408644896744793
228,50228,Milan-MIL01.csv,54.17261667461009,27.086308337305045,Frankfurt-FRA01.csv,37.33168221808731
229,50229,Milan-MIL01.csv,50.2914227633559,25.14571138167795,Amsterdam-AMS03.csv,44.30956678341697
230,50230,Milan-MIL01.csv,39.031907431573295,19.515953715786647,Amsterdam-AMS03.csv,28.104390560898707
231,50231,Milan-MIL01.csv,98.02092789784385,49.010463948921924,Frankfurt-FRA01.csv,50.8345470227946
232,50232,Milan-MIL01.csv,49.86323599097952,24.93161799548976,Amsterdam-AMS03.csv,45.69838846443767
233,50233,Milan-MIL01.csv,114.99512547037358,57.49756273518679,Amsterdam-AMS03.csv,35.367225227978054
234,50234,Milan-MIL01.csv,50.45911069035179,25.229555345175896,Frankfurt-FRA01.csv,50.42523846285668
235,50235,Milan-MIL01.csv,36.11655361559251,18.058276807796254,Frankfurt-FRA01.csv,32.513977287665554
236,50236,Milan-MIL01.csv,50.78560474196574,25.39280237098287,Amsterdam-AMS03.csv,29.88571250450508
237,50237,Milan-MIL01.csv,48.90120903350486,24.45060451675243,Amsterdam-AMS03.csv,40.7824782530722
238,50238,Milan-MIL01.csv,49.253482029609735,24.626741014804868,Frankfurt-FRA01.csv,33.709517612992045
239,50239,Milan-MIL01.csv,54.08838280352044,27.04419140176022,Amsterdam-AMS03.csv,45.87039244306664
240,50240,Milan-MIL01.csv,52.8373277634874,26.4186638817437,Milan-MIL01.csv,52.8373277634874
241,50241,Milan-MIL01.csv,96.88244750774562,48.44122375387281,Frankfurt-FRA01.csv,28.85670498429283
242,50242,Milan-MIL01.csv,37.50091685782494,18.75045842891247,Amsterdam-AMS03.csv,30.05964314225092
243,50243,Milan-MIL01.csv,35.32152324901841,17.660761624509206,Milan-MIL01.csv,35.32152324901841
244,50244,Milan-MIL01.csv,35.59193354289913,17.795966771449564,Amsterdam-AMS03.csv,21.2748125805164
245,50245,Milan-MIL01.csv,97.64507117621363,48.82253558810682,Amsterdam-AMS03.csv,54.76462472076043
246,50246,Milan-MIL01.csv,50.66844198359885,25.334220991799427,Frankfurt-FRA01.csv,38.0932812667249
247,50247,Milan-MIL01.csv,60.254670835114936,30.127335417557468,Amsterdam-AMS03.csv,50.135907241260576
248,50248,Milan-MIL01.csv,103.86607594316185,51.93303797158092,Amsterdam-AMS03.csv,26.441432704110195
249,50249,Milan-MIL01.csv,58.71767485753071,29.358837428765355,Amsterdam-AMS03.csv,32.15060706730721
250,50250,Milan-MIL01.csv,30.17940658591734,15.08970329295867,Milan-MIL01.csv,30.17940658591734
251,50251,Milan-MIL01.csv,67.19699589938001,33.59849794969001,Frankfurt-FRA01.csv,46.31068912089153
